club_1,club_2,dif,pj,pg,pe,pp
Banfield,Dep. Moron,+3,3,3,0,0
Banfield,Kimberley (MdP),+1,3,1,2,0
Banfield,Central Norte (S),+1,2,1,1,0
Banfield,Juv. Alianza (SJ),+2,2,2,0,0
Banfield,Huracan (TA),+2,2,2,0,0
Banfield,Atl Ledesma (J),0,2,1,0,1
Banfield,Sp. Guzman (T),-1,2,0,1,1
Banfield,Tiro Federal (R),+2,2,2,0,0
Banfield,San Lorenzo (MdP),+2,2,2,0,0
Banfield,Gimnasia (S),0,2,1,0,1
Banfield,Puerto Comercial (IW),+2,2,2,0,0
Banfield,Ind Rivadavia,-2,2,0,0,2
Banfield,Dock Sud,-1,2,0,1,1
Banfield,Jorge Newbery (J),0,2,1,0,1
Banfield,Dep. Armenio,-2,2,0,0,2
Banfield,Circulo Dep. (O),+2,2,2,0,0
Banfield,Don Orione (CH),-1,1,0,0,1
Banfield,Crucero (M),+1,1,1,0,0
Banfield,Juv. Antoniana,-1,1,0,0,1
Banfield,San Martin (M),0,1,0,1,0
Banfield,Huracan (CR),+1,1,1,0,0
Banfield,Gimnasia (M),0,1,0,1,0
Barracas Central,Def. de Belgrano,+2,19,7,7,5
Barracas Central,Estudiantes (BA),+4,18,10,2,6
Barracas Central,Banfield,+2,18,6,8,4
Barracas Central,Racing Club,-9,16,2,3,11
Barracas Central,San Lorenzo,-9,16,2,3,11
Barracas Central,Independiente,-1,16,5,5,6
Barracas Central,Velez,-5,16,3,5,8
Barracas Central,River Plate,-5,15,3,4,8
Barracas Central,Platense,0,15,5,5,5
Barracas Central,Gimnasia (LP),-4,15,4,3,8
Barracas Central,Tigre,+3,15,7,4,4
Barracas Central,Quilmes,+4,14,8,2,4
Barracas Central,Ferro,+4,14,7,4,3
Barracas Central,Lanus,-4,14,3,4,7
Barracas Central,Atlanta,-3,13,5,0,8
Barracas Central,Excursionistas,-1,11,3,4,4
Barracas Central,Argentino (Q),+2,9,5,1,3
Barracas Central,Sp. Barracas,-6,9,0,3,6
Barracas Central,Almagro,-2,8,3,0,5
Barracas Central,Estudiantes (LP),-4,8,0,4,4
Barracas Central,El Porvenir,+2,7,4,1,2
Barracas Central,Boca Juniors,-6,6,0,0,6
Barracas Central,Colegiales,+2,6,3,2,1
Barracas Central,Nueva Chicago,+2,5,3,1,1
Barracas Central,Argentinos,+2,5,3,1,1
Barracas Central,Huracan,-4,5,0,1,4
Barracas Central,Chacarita,-1,4,1,1,2
Barracas Central,Talleres (RdE),-1,4,1,1,2
Barracas Central,All Boys,+2,4,3,0,1
Barracas Central,Dock Sud,-1,2,0,1,1
Bartolome Mitre (M),Atlanta,-2,3,0,1,2
Bartolome Mitre (M),Colon,-3,3,0,0,3
Bartolome Mitre (M),Talleres (C),-2,2,0,0,2
Bartolome Mitre (M),Racing Club,-2,2,0,0,2
Bartolome Mitre (M),Temperley,-2,2,0,0,2
Bartolome Mitre (M),Newells,-2,2,0,0,2
Bartolome Mitre (M),Jorge Newbery (J),-2,2,0,0,2
Bartolome Mitre (M),Juv. Antoniana,-2,2,0,0,2
Bartolome Mitre (M),San Martin (T),-1,1,0,0,1
Bartolome Mitre (M),San Lorenzo,-1,1,0,0,1
Bartolome Mitre (M),River Plate,-1,1,0,0,1
Bartolome Mitre (M),Independiente (T),0,1,0,1,0
Bartolome Mitre (M),Lanus,-1,1,0,0,1
Bartolome Mitre (M),Rosario Central,+1,1,1,0,0
Bartolome Mitre (M),Gimnasia (LP),0,1,0,1,0
Bartolome Mitre (M),San Martin (M),-1,1,0,0,1
Bartolome Mitre (M),Independiente,-1,1,0,0,1
Bartolome Mitre (M),Velez,-1,1,0,0,1
Bartolome Mitre (M),San Lorenzo (MdP),-1,1,0,0,1
Belgrano,Rosario Central,-14,41,5,17,19
Belgrano,Independiente,-13,39,7,12,20
Belgrano,Argentinos,+5,39,16,12,11
Belgrano,Racing Club,-6,39,7,19,13
Belgrano,Newells,+4,38,17,8,13
Belgrano,River Plate,-15,38,8,7,23
Belgrano,Boca Juniors,-9,37,10,8,19
Belgrano,Velez,-1,36,15,5,16
Belgrano,Estudiantes (LP),0,34,11,12,11
Belgrano,San Lorenzo,-15,34,3,13,18
Belgrano,Lanus,-5,31,6,14,11
Belgrano,Gimnasia (LP),+4,31,12,11,8
Belgrano,Huracan,+1,29,10,10,9
Belgrano,Colon,-4,28,8,8,12
Belgrano,Banfield,+9,25,14,6,5
Belgrano,Talleres (C),0,23,5,13,5
Belgrano,Union,+8,23,11,9,3
Belgrano,Ferro,0,17,6,5,6
Belgrano,Quilmes,+2,16,6,6,4
Belgrano,Godoy Cruz,-3,15,4,4,7
Belgrano,Gimnasia (J),-1,15,5,4,6
Belgrano,Arsenal,+3,14,7,3,4
Belgrano,Platense,-2,13,1,9,3
Belgrano,Tigre,-1,12,4,3,5
Belgrano,Chacarita,+1,12,5,3,4
Belgrano,Olimpo,0,11,3,5,3
Belgrano,Dep. Español,-2,10,2,4,4
Belgrano,All Boys,+2,10,4,4,2
Belgrano,Atl Rafaela,+5,10,5,5,0
Belgrano,Atl Tucuman,+1,9,3,4,2
Belgrano,Dep Mandiyu (C),-2,8,1,4,3
Belgrano,San Martin (SJ),0,8,2,4,2
Belgrano,Def y Justicia,0,6,2,2,2
Belgrano,Central Norte (S),+4,6,4,2,0
Belgrano,San Martin (T),+3,5,3,2,0
Belgrano,Nueva Chicago,-2,5,1,1,3
Belgrano,Sarmiento (J),+1,4,2,1,1
Belgrano,Patronato,0,4,1,2,1
Belgrano,Desamparados,-1,4,0,3,1
Belgrano,Instituto,0,4,2,0,2
Belgrano,Central Cba (SdE),+3,3,3,0,0
Belgrano,Gimnasia (M),0,3,1,1,1
Belgrano,Aldosivi,-2,3,0,1,2
Belgrano,Temperley,-2,3,0,1,2
Belgrano,Atlanta,+1,3,2,0,1
Belgrano,Los Andes,-1,3,0,2,1
Belgrano,Ind Rivadavia,-1,2,0,1,1
Belgrano,Jorge Newbery (J),+2,2,2,0,0
Belgrano,Puerto Comercial (IW),+2,2,2,0,0
Belgrano,Atl Ledesma (J),+1,2,1,1,0
Belgrano,Almagro,0,2,1,0,1
Belgrano,Gimnasia (S),0,2,1,0,1
Belgrano,Kimberley (MdP),+2,2,2,0,0
Belgrano,Huracan (LH),0,2,1,0,1
Belgrano,Racing (C),0,2,1,0,1
Belgrano,Crucero (M),+1,1,1,0,0
Belgrano,Chaco For Ever,+1,1,1,0,0
Belgrano,San Martin (M),0,1,0,1,0
Belgrano,Don Orione (CH),+1,1,1,0,0
Belgrano,Huracan (CR),+1,1,1,0,0
Belgrano,Huracan (IW),0,1,0,1,0
Belgrano,Juv. Antoniana,+1,1,1,0,0
Boca Juniors,River Plate,+7,214,78,65,71
Boca Juniors,Estudiantes (LP),+64,203,110,47,46
Boca Juniors,San Lorenzo,-4,202,73,52,77
Boca Juniors,Independiente,+9,197,74,58,65
Boca Juniors,Racing Club,+29,182,84,43,55
Boca Juniors,Huracan,+60,178,93,52,33
Boca Juniors,Velez,+45,176,90,41,45
Boca Juniors,Newells,+25,159,68,48,43
Boca Juniors,Rosario Central,+20,158,69,40,49
Boca Juniors,Gimnasia (LP),+49,157,85,36,36
Boca Juniors,Argentinos,+34,142,68,40,34
Boca Juniors,Ferro,+44,140,69,46,25
Boca Juniors,Lanus,+53,137,76,38,23
Boca Juniors,Platense,+29,125,56,42,27
Boca Juniors,Chacarita,+57,115,73,26,16
Boca Juniors,Banfield,+42,107,63,23,21
Boca Juniors,Atlanta,+41,97,55,28,14
Boca Juniors,Colon,+29,81,47,16,18
Boca Juniors,Tigre,+38,74,50,12,12
Boca Juniors,Quilmes,+33,66,40,19,7
Boca Juniors,Union,+20,64,34,16,14
Boca Juniors,Talleres (C),+10,56,23,20,13
Boca Juniors,Belgrano,+9,37,19,8,10
Boca Juniors,Instituto,+4,33,13,11,9
Boca Juniors,Arsenal,+9,32,17,7,8
Boca Juniors,Dep. Español,+5,30,11,13,6
Boca Juniors,All Boys,+9,25,15,4,6
Boca Juniors,Gimnasia (J),+13,25,17,4,4
Boca Juniors,Godoy Cruz,+8,23,12,7,4
Boca Juniors,Temperley,+7,22,11,7,4
Boca Juniors,Olimpo,+11,22,13,7,2
Boca Juniors,Nueva Chicago,+11,20,13,5,2
Boca Juniors,Atl Tucuman,+1,20,9,3,8
Boca Juniors,Talleres (RdE),+11,17,12,4,1
Boca Juniors,Racing (C),+1,16,6,5,5
Boca Juniors,Sp. Barracas,+8,15,10,3,2
Boca Juniors,Dep Mandiyu (C),+7,14,8,5,1
Boca Juniors,San Martin (SJ),+8,13,9,3,1
Boca Juniors,Argentino (Q),+10,13,11,1,1
Boca Juniors,San Martin (T),+7,12,9,1,2
Boca Juniors,Estudiantes (BA),+8,12,9,2,1
Boca Juniors,Atl Rafaela,+5,12,7,3,2
Boca Juniors,Los Andes,+2,10,5,2,3
Boca Juniors,Def y Justicia,+5,10,6,3,1
Boca Juniors,Chaco For Ever,+5,10,5,5,0
Boca Juniors,Aldosivi,+4,9,6,1,2
Boca Juniors,Sarmiento (J),+7,9,8,0,1
Boca Juniors,Patronato,+5,8,6,1,1
Boca Juniors,Almagro,+1,8,4,1,3
Boca Juniors,Gimnasia (M),-1,8,2,3,3
Boca Juniors,El Porvenir,+6,7,6,1,0
Boca Juniors,Central Cba (SdE),+1,7,3,2,2
Boca Juniors,Barracas Central,+6,6,6,0,0
Boca Juniors,Dep. Armenio,+1,6,2,3,1
Boca Juniors,San Lorenzo (MdP),+4,6,5,0,1
Boca Juniors,Def. de Belgrano,+3,6,4,1,1
Boca Juniors,Central Norte (S),+4,6,5,0,1
Boca Juniors,Desamparados,+4,5,4,1,0
Boca Juniors,Altos Hornos Zapla,+1,5,3,0,2
Boca Juniors,San Martin (M),-2,4,0,2,2
Boca Juniors,Dock Sud,+4,4,4,0,0
Boca Juniors,Cipolletti,+1,4,2,1,1
Boca Juniors,Gimnasia (S),+4,4,4,0,0
Boca Juniors,Excursionistas,+2,4,2,2,0
Boca Juniors,Central Cba (R),+2,4,3,0,1
Boca Juniors,Kimberley (MdP),+3,3,3,0,0
Boca Juniors,U. Lanus-Talleres,+1,3,2,0,1
Boca Juniors,Huracan (TA),+2,2,2,0,0
Boca Juniors,Huracan (C),+2,2,2,0,0
Boca Juniors,Tiro Federal (R),+1,2,1,1,0
Boca Juniors,Sp. Italiano,+1,2,1,1,0
Boca Juniors,Puerto Comercial (IW),+2,2,2,0,0
Boca Juniors,San Telmo,0,2,1,0,1
Boca Juniors,Juv. Alianza (SJ),+2,2,2,0,0
Boca Juniors,Mariano Moreno (J),+2,2,2,0,0
Boca Juniors,Ind Rivadavia,-1,2,0,1,1
Boca Juniors,Ferro (GP),+1,2,1,1,0
Boca Juniors,Estudiantes (RC),+1,2,1,1,0
Boca Juniors,U. Atlanta-Arg,+1,1,1,0,0
Boca Juniors,Colegiales,+1,1,1,0,0
Boca Juniors,Huracan (IW),+1,1,1,0,0
Boca Juniors,Guarani (M),+1,1,1,0,0
Boca Juniors,Crucero (M),+1,1,1,0,0
Central Cba (R),Argentinos,-1,4,1,1,2
Central Cba (R),Newells,0,4,2,0,2
Central Cba (R),San Lorenzo,-4,4,0,0,4
Central Cba (R),Velez,-1,4,1,1,2
Central Cba (R),Lanus,+1,4,2,1,1
Central Cba (R),Gimnasia (LP),+1,4,2,1,1
Central Cba (R),Racing Club,-2,4,1,0,3
Central Cba (R),River Plate,-2,4,1,0,3
Central Cba (R),Rosario Central,+1,4,2,1,1
Central Cba (R),Huracan,0,4,1,2,1
Central Cba (R),Estudiantes (LP),0,4,2,0,2
Central Cba (R),Independiente,-3,4,0,1,3
Central Cba (R),Boca Juniors,-2,4,1,0,3
Central Cba (R),Atlanta,-1,4,1,1,2
Central Cba (R),Tigre,+2,2,2,0,0
Central Cba (R),Ferro,-1,2,0,1,1
Central Cba (SdE),Boca Juniors,-1,7,2,2,3
Central Cba (SdE),Argentinos,-3,6,1,1,4
Central Cba (SdE),San Lorenzo,-3,6,1,1,4
Central Cba (SdE),Racing Club,-3,6,0,3,3
Central Cba (SdE),Rosario Central,-3,6,1,1,4
Central Cba (SdE),Estudiantes (LP),-3,6,0,3,3
Central Cba (SdE),Velez,-4,6,0,2,4
Central Cba (SdE),Newells,-4,6,1,0,5
Central Cba (SdE),River Plate,-6,6,0,0,6
Central Cba (SdE),Banfield,-3,6,0,3,3
Central Cba (SdE),Colon,+1,5,2,2,1
Central Cba (SdE),Lanus,-3,5,0,2,3
Central Cba (SdE),Independiente,-1,5,2,0,3
Central Cba (SdE),Godoy Cruz,+1,4,2,1,1
Central Cba (SdE),Def y Justicia,+1,4,2,1,1
Central Cba (SdE),Atl Tucuman,0,4,2,0,2
Central Cba (SdE),Arsenal,+1,4,2,1,1
Central Cba (SdE),Talleres (C),+1,4,2,1,1
Central Cba (SdE),Huracan,-1,4,1,1,2
Central Cba (SdE),Gimnasia (LP),0,4,1,2,1
Central Cba (SdE),Platense,-1,4,0,3,1
Central Cba (SdE),Union,+1,4,2,1,1
Central Cba (SdE),Patronato,-1,3,1,0,2
Central Cba (SdE),Belgrano,-3,3,0,0,3
Central Cba (SdE),San Lorenzo (MdP),+3,3,3,0,0
Central Cba (SdE),Chacarita,0,3,1,1,1
Central Cba (SdE),Aldosivi,+2,3,2,1,0
Central Cba (SdE),Huracan (C),+1,2,1,1,0
Central Cba (SdE),San Martin (SJ),-2,2,0,0,2
Central Cba (SdE),Atlanta,-1,1,0,0,1
Central Cba (SdE),Huracan (IW),-1,1,0,0,1
Central Cba (SdE),Ferro,0,1,0,1,0
Central Cba (SdE),Quilmes,-1,1,0,0,1
Central Cba (SdE),San Martin (M),0,1,0,1,0
Central Cba (SdE),Chaco For Ever,-1,1,0,0,1
Central Cba (SdE),San Martin (T),+1,1,1,0,0
Central Cba (SdE),Guarani (M),+1,1,1,0,0
Central Cba (SdE),Gimnasia (M),-1,1,0,0,1
Central Norte (S),Rosario Central,-7,8,0,1,7
Central Norte (S),Estudiantes (LP),-5,6,0,1,5
Central Norte (S),Belgrano,-4,6,0,2,4
Central Norte (S),Boca Juniors,-4,6,1,0,5
Central Norte (S),Talleres (C),-3,4,0,1,3
Central Norte (S),Newells,-1,4,1,1,2
Central Norte (S),Ferro,-3,4,0,1,3
Central Norte (S),Chacarita,0,4,2,0,2
Central Norte (S),Gimnasia (J),0,4,1,2,1
Central Norte (S),Quilmes,-2,4,1,0,3
Central Norte (S),Argentinos,-1,4,1,1,2
Central Norte (S),Puerto Comercial (IW),+2,2,2,0,0
Central Norte (S),Huracan (CR),-1,2,0,1,1
Central Norte (S),San Lorenzo (MdP),+1,2,1,1,0
Central Norte (S),Colon,0,2,1,0,1
Central Norte (S),Chaco For Ever,+1,2,1,1,0
Central Norte (S),San Lorenzo,-1,2,0,1,1
Central Norte (S),Cipolletti,-1,2,0,1,1
Central Norte (S),Sp. Patria (F),+1,2,1,1,0
Central Norte (S),Los Andes,0,2,1,0,1
Central Norte (S),Desamparados,0,2,1,0,1
Central Norte (S),Independiente,-2,2,0,0,2
Central Norte (S),All Boys,+2,2,2,0,0
Central Norte (S),Huracan,+1,2,1,1,0
Central Norte (S),Altos Hornos Zapla,0,2,0,2,0
Central Norte (S),Mariano Moreno (J),+2,2,2,0,0
Central Norte (S),Velez,-2,2,0,0,2
Central Norte (S),Atl. Concepcion (T),0,2,1,0,1
Central Norte (S),Banfield,-1,2,0,1,1
Central Norte (S),Circulo Dep. (O),+1,2,1,1,0
Central Norte (S),Santamarina,0,1,0,1,0
Central Norte (S),Union,0,1,0,1,0
Central Norte (S),Gimnasia (LP),0,1,0,1,0
Central Norte (S),Gimnasia (M),-1,1,0,0,1
Chacarita,San Lorenzo,-43,117,24,26,67
Chacarita,Independiente,-33,115,27,28,60
Chacarita,Boca Juniors,-57,115,16,26,73
Chacarita,River Plate,-46,109,18,27,64
Chacarita,Estudiantes (LP),-17,106,29,31,46
Chacarita,Racing Club,-31,106,24,27,55
Chacarita,Velez,-17,105,29,30,46
Chacarita,Huracan,0,103,37,29,37
Chacarita,Gimnasia (LP),0,101,40,21,40
Chacarita,Atlanta,+14,97,43,25,29
Chacarita,Ferro,0,89,31,27,31
Chacarita,Newells,-21,87,21,24,42
Chacarita,Rosario Central,+4,84,35,18,31
Chacarita,Platense,-5,77,25,22,30
Chacarita,Lanus,+5,77,29,24,24
Chacarita,Argentinos,+2,75,30,17,28
Chacarita,Banfield,+4,66,25,20,21
Chacarita,Tigre,+11,46,23,11,12
Chacarita,Quilmes,+1,41,16,10,15
Chacarita,Colon,+2,37,14,11,12
Chacarita,Union,+1,31,9,14,8
Chacarita,Talleres (C),-2,18,4,8,6
Chacarita,Talleres (RdE),-3,17,4,6,7
Chacarita,Temperley,-1,15,6,2,7
Chacarita,All Boys,+2,13,5,5,3
Chacarita,Los Andes,+5,13,8,2,3
Chacarita,Belgrano,-1,12,4,3,5
Chacarita,Atl Tucuman,-1,9,3,2,4
Chacarita,Almagro,-2,9,2,3,4
Chacarita,Argentino (Q),+1,8,4,1,3
Chacarita,Arsenal,+1,7,2,4,1
Chacarita,Nueva Chicago,+1,7,3,2,2
Chacarita,San Martin (T),+2,7,4,1,2
Chacarita,Instituto,+1,7,3,2,2
Chacarita,Def. de Belgrano,+3,6,4,1,1
Chacarita,Dep. Español,+2,6,3,2,1
Chacarita,Gimnasia (M),+3,6,4,1,1
Chacarita,Gimnasia (J),-1,6,2,1,3
Chacarita,Olimpo,-5,5,0,0,5
Chacarita,Sp. Barracas,-1,5,2,0,3
Chacarita,Godoy Cruz,+1,5,3,0,2
Chacarita,Estudiantes (BA),+1,5,2,2,1
Chacarita,Barracas Central,+1,4,2,1,1
Chacarita,Central Norte (S),0,4,2,0,2
Chacarita,Excursionistas,+2,4,3,0,1
Chacarita,Racing (C),-2,4,0,2,2
Chacarita,San Lorenzo (MdP),+3,4,3,1,0
Chacarita,Patronato,-2,3,0,1,2
Chacarita,San Martin (SJ),-1,3,1,0,2
Chacarita,U. Lanus-Talleres,0,3,1,1,1
Chacarita,El Porvenir,+3,3,3,0,0
Chacarita,Central Cba (SdE),0,3,1,1,1
Chacarita,Cipolletti,-2,3,0,1,2
Chacarita,Jorge Newbery (J),0,2,0,2,0
Chacarita,Colegiales,+2,2,2,0,0
Chacarita,Dock Sud,+1,2,1,1,0
Chacarita,Dep Mandiyu (C),+2,2,2,0,0
Chacarita,Aldosivi,+1,2,1,1,0
Chacarita,Atl Regina (RN),-1,2,0,1,1
Chacarita,Atl Rafaela,-1,2,0,1,1
Chacarita,Kimberley (MdP),+2,2,2,0,0
Chacarita,Desamparados,+2,2,2,0,0
Chacarita,San Martin (M),+1,2,1,1,0
Chacarita,U. Atlanta-Arg,+2,2,2,0,0
Chacarita,Huracan (C),+2,2,2,0,0
Chacarita,Def y Justicia,-1,1,0,0,1
Chacarita,San Telmo,+1,1,1,0,0
Chacarita,Guarani (M),-1,1,0,0,1
Chacarita,Huracan (IW),+1,1,1,0,0
Chacarita,Juv. Antoniana,-1,1,0,0,1
Chaco For Ever,Independiente,-8,12,0,4,8
Chaco For Ever,Boca Juniors,-5,10,0,5,5
Chaco For Ever,Ferro,-2,8,2,2,4
Chaco For Ever,Rosario Central,-7,8,0,1,7
Chaco For Ever,Argentinos,-4,7,1,1,5
Chaco For Ever,Velez,-3,7,1,2,4
Chaco For Ever,River Plate,-6,7,0,1,6
Chaco For Ever,Estudiantes (LP),-4,7,1,1,5
Chaco For Ever,San Lorenzo,-2,7,2,1,4
Chaco For Ever,Dep Mandiyu (C),-1,6,2,1,3
Chaco For Ever,Newells,-4,6,1,0,5
Chaco For Ever,Gimnasia (LP),-3,5,0,2,3
Chaco For Ever,Huracan,-3,5,0,2,3
Chaco For Ever,Platense,0,5,2,1,2
Chaco For Ever,Racing (C),+2,5,3,1,1
Chaco For Ever,Racing Club,0,5,1,3,1
Chaco For Ever,Instituto,-3,4,0,1,3
Chaco For Ever,Dep. Español,+1,4,2,1,1
Chaco For Ever,Talleres (C),-1,4,1,1,2
Chaco For Ever,Union,+2,4,2,2,0
Chaco For Ever,Quilmes,-3,3,0,0,3
Chaco For Ever,Lanus,-1,3,1,0,2
Chaco For Ever,San Lorenzo (MdP),+2,3,2,1,0
Chaco For Ever,Atl Tucuman,-1,3,0,2,1
Chaco For Ever,Atlanta,-1,3,0,2,1
Chaco For Ever,San Martin (M),-1,3,1,0,2
Chaco For Ever,Huracan (CR),0,2,0,2,0
Chaco For Ever,Cipolletti,+2,2,2,0,0
Chaco For Ever,Gimnasia (S),+1,2,1,1,0
Chaco For Ever,San Martin (T),0,2,1,0,1
Chaco For Ever,Central Norte (S),-1,2,0,1,1
Chaco For Ever,Atl. Concepcion (T),0,2,1,0,1
Chaco For Ever,Central Cba (SdE),+1,1,1,0,0
Chaco For Ever,Colon,+1,1,1,0,0
Chaco For Ever,Desamparados,+1,1,1,0,0
Chaco For Ever,Gimnasia (J),-1,1,0,0,1
Chaco For Ever,Kimberley (MdP),0,1,0,1,0
Chaco For Ever,Ind Rivadavia,+1,1,1,0,0
Chaco For Ever,Belgrano,-1,1,0,0,1
Cipolletti,Instituto,-4,7,0,3,4
Cipolletti,Estudiantes (LP),-3,7,1,2,4
Cipolletti,River Plate,-7,7,0,0,7
Cipolletti,San Lorenzo,-2,5,1,1,3
Cipolletti,Boca Juniors,-1,4,1,1,2
Cipolletti,Rosario Central,-2,4,1,0,3
Cipolletti,Velez,0,3,1,1,1
Cipolletti,Colon,0,3,1,1,1
Cipolletti,San Lorenzo (MdP),+2,3,2,1,0
Cipolletti,San Martin (T),-2,3,0,1,2
Cipolletti,Chacarita,+2,3,2,1,0
Cipolletti,All Boys,0,3,1,1,1
Cipolletti,Quilmes,0,2,1,0,1
Cipolletti,Los Andes,-2,2,0,0,2
Cipolletti,Gimnasia (M),-2,2,0,0,2
Cipolletti,Huracan,-2,2,0,0,2
Cipolletti,Kimberley (MdP),0,2,1,0,1
Cipolletti,Platense,-1,2,0,1,1
Cipolletti,Aldosivi,-1,2,0,1,1
Cipolletti,Ind Rivadavia,+1,2,1,1,0
Cipolletti,Central Norte (S),+1,2,1,1,0
Cipolletti,Chaco For Ever,-2,2,0,0,2
Cipolletti,Gimnasia (LP),0,2,0,2,0
Cipolletti,Union,0,2,0,2,0
Cipolletti,San Martin (M),+1,1,1,0,0
Cipolletti,Newells,-1,1,0,0,1
Cipolletti,Juv. Antoniana,+1,1,1,0,0
Cipolletti,Desamparados,0,1,0,1,0
Cipolletti,Racing Club,-1,1,0,0,1
Circulo Dep. (O),San Lorenzo,-3,4,0,1,3
Circulo Dep. (O),Newells,-4,4,0,0,4
Circulo Dep. (O),Banfield,-2,2,0,0,2
Circulo Dep. (O),Central Norte (S),-1,2,0,1,1
Circulo Dep. (O),Huracan (LH),0,2,1,0,1
Circulo Dep. (O),San Martin (T),-1,2,0,1,1
Circulo Dep. (O),Estudiantes (BA),-1,2,0,1,1
Circulo Dep. (O),Gimnasia (LP),-1,2,0,1,1
Circulo Dep. (O),Ind Rivadavia,0,2,1,0,1
Colon,San Lorenzo,-8,84,25,26,33
Colon,Newells,+4,82,27,32,23
Colon,Boca Juniors,-29,81,18,16,47
Colon,Estudiantes (LP),+16,80,35,26,19
Colon,Racing Club,-5,79,22,30,27
Colon,Independiente,-14,76,22,18,36
Colon,River Plate,-20,75,17,21,37
Colon,Velez,-13,75,19,24,32
Colon,Argentinos,-3,73,28,14,31
Colon,Rosario Central,+4,71,25,25,21
Colon,Gimnasia (LP),-13,67,15,24,28
Colon,Banfield,+4,63,21,25,17
Colon,Lanus,-9,62,18,17,27
Colon,Huracan,+6,60,25,16,19
Colon,Union,-4,58,13,28,17
Colon,Ferro,0,38,12,14,12
Colon,Chacarita,-2,37,12,11,14
Colon,Quilmes,+3,34,12,13,9
Colon,Atlanta,+11,32,16,11,5
Colon,Arsenal,-3,32,10,9,13
Colon,Talleres (C),-4,31,11,5,15
Colon,Platense,-3,30,10,7,13
Colon,Belgrano,+4,28,12,8,8
Colon,Tigre,+1,25,10,6,9
Colon,All Boys,+4,25,11,7,7
Colon,Godoy Cruz,+2,23,11,3,9
Colon,Olimpo,+10,22,15,2,5
Colon,Gimnasia (J),-4,20,6,4,10
Colon,Instituto,-3,12,3,3,6
Colon,Atl Tucuman,-4,11,1,5,5
Colon,San Martin (SJ),+2,10,2,8,0
Colon,Atl Rafaela,+2,10,4,4,2
Colon,Los Andes,-4,10,2,2,6
Colon,Temperley,+1,9,4,2,3
Colon,Nueva Chicago,-1,9,3,2,4
Colon,Sarmiento (J),-2,8,2,2,4
Colon,Def y Justicia,0,8,3,2,3
Colon,San Martin (T),+2,8,3,4,1
Colon,Patronato,-1,7,2,2,3
Colon,Aldosivi,-2,6,1,2,3
Colon,Dep. Español,-2,6,0,4,2
Colon,Central Cba (SdE),-1,5,1,2,2
Colon,Ind Rivadavia,+3,5,3,2,0
Colon,Almagro,-1,4,1,1,2
Colon,Altos Hornos Zapla,+2,4,3,0,1
Colon,San Martin (M),-1,3,1,0,2
Colon,San Lorenzo (MdP),+1,3,2,0,1
Colon,Juv. Antoniana,+2,3,2,1,0
Colon,Cipolletti,0,3,1,1,1
Colon,Bartolome Mitre (M),+3,3,3,0,0
Colon,Huracan (SR),+1,2,1,1,0
Colon,Jorge Newbery (J),0,2,0,2,0
Colon,Huracan (CR),-2,2,0,0,2
Colon,Sarmiento (R),-2,2,0,0,2
Colon,Estudiantes (BA),+1,2,1,1,0
Colon,San Telmo,-2,2,0,0,2
Colon,Gimnasia (M),0,2,1,0,1
Colon,Gimnasia (S),0,2,1,0,1
Colon,Huracan (TA),+2,2,2,0,0
Colon,Central Norte (S),0,2,1,0,1
Colon,Alvarado,+2,2,2,0,0
Colon,Huracan (C),0,2,0,2,0
Colon,Racing (C),+1,2,1,1,0
Colon,Juv. Alianza (SJ),+2,2,2,0,0
Colon,Sp. Guzman (T),+1,2,1,1,0
Colon,Huracan (IW),+2,2,2,0,0
Colon,Dep. Moron,0,2,1,0,1
Colon,Tiro Federal (R),+2,2,2,0,0
Colon,Chaco For Ever,-1,1,0,0,1
Colon,Crucero (M),0,1,0,1,0
Colon,Alte Brown,+1,1,1,0,0
Colon,Kimberley (MdP),0,1,0,1,0
Colon,Desamparados,-1,1,0,0,1
Colon,Guarani (M),0,1,0,1,0
Crucero (M),Aldosivi,-2,2,0,0,2
Crucero (M),Colon,0,1,0,1,0
Crucero (M),Estudiantes (LP),-1,1,0,0,1
Crucero (M),Gimnasia (LP),-1,1,0,0,1
Crucero (M),Huracan,0,1,0,1,0
Crucero (M),San Lorenzo,-1,1,0,0,1
Crucero (M),Nueva Chicago,-1,1,0,0,1
Crucero (M),Argentinos,-1,1,0,0,1
Crucero (M),Lanus,-1,1,0,0,1
Crucero (M),Banfield,-1,1,0,0,1
Crucero (M),River Plate,-1,1,0,0,1
Crucero (M),Boca Juniors,-1,1,0,0,1
Crucero (M),Independiente,-1,1,0,0,1
Crucero (M),Godoy Cruz,-1,1,0,0,1
Crucero (M),San Martin (SJ),+1,1,1,0,0
Crucero (M),Arsenal,-1,1,0,0,1
Crucero (M),Belgrano,-1,1,0,0,1
Crucero (M),Atl Rafaela,0,1,0,1,0
Crucero (M),Quilmes,-1,1,0,0,1
Crucero (M),Temperley,+1,1,1,0,0
Crucero (M),Sarmiento (J),-1,1,0,0,1
Crucero (M),Olimpo,0,1,0,1,0
Crucero (M),Newells,-1,1,0,0,1
Crucero (M),Rosario Central,-1,1,0,0,1
Crucero (M),Velez,-1,1,0,0,1
Crucero (M),Tigre,0,1,0,1,0
Crucero (M),Union,-1,1,0,0,1
Crucero (M),Def y Justicia,+1,1,1,0,0
Crucero (M),Racing Club,-1,1,0,0,1
